Number,Team,Transaction,DateTime,Empty
299,3,Roman Matthews was added to Team 3.,2022-07-20 6:13:01 PM,
300,3,Roman Matthews was picked by Team 3 as the 150 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
301,19,Dwight Mohamed was added to Team 19.,2022-07-20 6:13:01 PM,
302,19,Andrzej Arseneault was picked by Team 19 as the 151 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
303,9,Stan Sloan was added to Team 9.,2022-07-20 6:13:01 PM,
304,9,Stan Sloan was picked by Team 9 as the 152 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
305,22,Donald Bernard was added to Team 22.,2022-07-20 6:13:01 PM,
306,22,Donald Bernard was picked by Team 22 as the 153 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
307,18,Morgan Bartlett was added to Team 18.,2022-07-20 6:13:01 PM,
308,18,Morgan Bartlett was picked by Team 18 as the 154 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
309,8,Ken Payne was added to Team 8.,2022-07-20 6:13:01 PM,
310,8,Ken Payne was picked by Team 8 as the 155 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
311,24,Leon Greene was added to Team 24.,2022-07-20 6:13:01 PM,
312,24,Leon Greene was picked by Team 24 as the 156 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
313,4,Elmer Wright was added to Team 4.,2022-07-20 6:13:01 PM,
314,4,Elmer Wright was picked by Team 4 as the 157 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
315,20,Andrzej Arseneault was added to Team 20.,2022-07-20 6:13:01 PM,
316,20,Karel David was picked by Team 20 as the 158 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
317,13,Jean-Philippe Delorme was added to Team 13.,2022-07-20 6:13:01 PM,
318,13,Jean-Philippe Delorme was picked by Team 13 as the 159 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
319,23,Philip Garner was added to Team 23.,2022-07-20 6:13:01 PM,
320,23,Karel David was picked by Team 23 as the 160 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
321,14,Robt Hudon was added to Team 14.,2022-07-20 6:13:01 PM,
322,14,Karel David was picked by Team 14 as the 161 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
323,21,Renald Power was added to Team 21.,2022-07-20 6:13:01 PM,
324,21,Renald Power was picked by Team 21 as the 162 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
325,7,Owen Dueck was added to Team 7.,2022-07-20 6:13:01 PM,
326,7,Owen Dueck was picked by Team 7 as the 163 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
327,15,Artur Wieland was added to Team 15.,2022-07-20 6:13:01 PM,
328,15,Artur Wieland was picked by Team 15 as the 164 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
329,2,Jeff Riley was added to Team 2.,2022-07-20 6:13:01 PM,
330,2,Jeff Riley was picked by Team 2 as the 165 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
331,16,Arne Jernberg was added to Team 16.,2022-07-20 6:13:01 PM,
332,16,Karel David was picked by Team 16 as the 166 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
333,1,Rail Vinokurova was added to Team 1.,2022-07-20 6:13:01 PM,
334,1,Rail Vinokurova was picked by Team 1 as the 167 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
335,11,Stat Luptak was added to Team 11.,2022-07-20 6:13:01 PM,
336,11,Stat Luptak was picked by Team 11 as the 168 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
337,11,Everett Grimes was added to Team 11.,2022-07-20 6:13:01 PM,
338,11,Karel David was picked by Team 11 as the 169 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
339,1,Arvi Halttunen was added to Team 1.,2022-07-20 6:13:01 PM,
340,1,Andrzej Arseneault was picked by Team 1 as the 170 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
341,16,Isto Paivarinta was added to Team 16.,2022-07-20 6:13:01 PM,
342,16,Karel David was picked by Team 16 as the 171 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
343,2,Micheal Friesen was added to Team 2.,2022-07-20 6:13:01 PM,
344,2,Andrzej Arseneault was picked by Team 2 as the 172 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
345,15,Jorge Duncan was added to Team 15.,2022-07-20 6:13:01 PM,
346,15,Andrzej Arseneault was picked by Team 15 as the 173 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
347,7,Christopher Payne was added to Team 7.,2022-07-20 6:13:01 PM,
348,7,Karel David was picked by Team 7 as the 174 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
349,21,Radion Borisov was added to Team 21.,2022-07-20 6:13:01 PM,
350,21,Karel David was picked by Team 21 as the 175 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
351,14,Nathaniel Patterson was added to Team 14.,2022-07-20 6:13:01 PM,
352,14,Karel David was picked by Team 14 as the 176 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
353,23,Dale Nichols was added to Team 23.,2022-07-20 6:13:01 PM,
354,23,Karel David was picked by Team 23 as the 177 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
355,13,Mark Kudryashova was added to Team 13.,2022-07-20 6:13:01 PM,
356,13,Andrzej Arseneault was picked by Team 13 as the 178 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
357,20,Alvin Downey was added to Team 20.,2022-07-20 6:13:01 PM,
358,20,Alvin Downey was picked by Team 20 as the 179 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
359,4,Radovan Simeckova was added to Team 4.,2022-07-20 6:13:01 PM,
360,4,Andrzej Arseneault was picked by Team 4 as the 180 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
361,24,Maxime Schmidt was added to Team 24.,2022-07-20 6:13:01 PM,
362,24,Andrzej Arseneault was picked by Team 24 as the 181 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
363,8,Rod Beasley was added to Team 8.,2022-07-20 6:13:01 PM,
364,8,Andrzej Arseneault was picked by Team 8 as the 182 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
365,18,Vaino Matikainen was added to Team 18.,2022-07-20 6:13:01 PM,
366,18,Andrzej Arseneault was picked by Team 18 as the 183 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
367,22,Hugh Salazar was added to Team 22.,2022-07-20 6:13:01 PM,
368,22,Andrzej Arseneault was picked by Team 22 as the 184 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
369,9,Jared Long was added to Team 9.,2022-07-20 6:13:01 PM,
370,9,Andrzej Arseneault was picked by Team 9 as the 185 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
371,19,Robin Gullberg was added to Team 19.,2022-07-20 6:13:01 PM,
372,19,Robin Gullberg was picked by Team 19 as the 186 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
373,3,Tiziano Savary was added to Team 3.,2022-07-20 6:13:01 PM,
374,3,Andrzej Arseneault was picked by Team 3 as the 187 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
375,5,Jonne Karki was added to Team 5.,2022-07-20 6:13:01 PM,
376,5,Andrzej Arseneault was picked by Team 5 as the 188 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
377,17,Tino Niemi was added to Team 17.,2022-07-20 6:13:01 PM,
378,17,Andrzej Arseneault was picked by Team 17 as the 189 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
379,12,Trevor Miles was added to Team 12.,2022-07-20 6:13:01 PM,
380,12,Andrzej Arseneault was picked by Team 12 as the 190 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
381,6,Steeve Brisebois was added to Team 6.,2022-07-20 6:13:01 PM,
382,6,Andrzej Arseneault was picked by Team 6 as the 191 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
383,10,Marius Genet was added to Team 10.,2022-07-20 6:13:01 PM,
384,10,Andrzej Arseneault was picked by Team 10 as the 192 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
385,10,Victor Hewitt was added to Team 10.,2022-07-20 6:13:01 PM,
386,10,Karel David was picked by Team 10 as the 193 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
387,6,Salim Filimonova was added to Team 6.,2022-07-20 6:13:01 PM,
388,6,Andrzej Arseneault was picked by Team 6 as the 194 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
389,12,Ingo Kersten was added to Team 12.,2022-07-20 6:13:01 PM,
390,12,Andrzej Arseneault was picked by Team 12 as the 195 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
391,17,Lyle Dominguez was added to Team 17.,2022-07-20 6:13:01 PM,
392,17,Karel David was picked by Team 17 as the 196 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
393,5,Emmanuel Bouchard was added to Team 5.,2022-07-20 6:13:01 PM,
394,5,Andrzej Arseneault was picked by Team 5 as the 197 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
395,3,Marty Duke was added to Team 3.,2022-07-20 6:13:01 PM,
396,3,Andrzej Arseneault was picked by Team 3 as the 198 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
397,19,Javier Howard was added to Team 19.,2022-07-20 6:13:01 PM,
398,19,Andrzej Arseneault was picked by Team 19 as the 199 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
399,9,Casey Melton was added to Team 9.,2022-07-20 6:13:01 PM,
400,9,Karel David was picked by Team 9 as the 200 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
401,22,Darcy Myers was added to Team 22.,2022-07-20 6:13:01 PM,
402,22,Andrzej Arseneault was picked by Team 22 as the 201 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
403,18,Serafim Aleksandrovich was added to Team 18.,2022-07-20 6:13:01 PM,
404,18,Andrzej Arseneault was picked by Team 18 as the 202 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
405,8,Petter Renstrom was added to Team 8.,2022-07-20 6:13:01 PM,
406,8,Andrzej Arseneault was picked by Team 8 as the 203 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
407,24,Gaetan Lepine was added to Team 24.,2022-07-20 6:13:01 PM,
408,24,Karel David was picked by Team 24 as the 204 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
409,4,Kirk Thomson was added to Team 4.,2022-07-20 6:13:01 PM,
410,4,Andrzej Arseneault was picked by Team 4 as the 205 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
411,20,Malcolm Cantrell was added to Team 20.,2022-07-20 6:13:01 PM,
412,20,Andrzej Arseneault was picked by Team 20 as the 206 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
413,13,Romeo Piche was added to Team 13.,2022-07-20 6:13:01 PM,
414,13,Andrzej Arseneault was picked by Team 13 as the 207 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
415,23,Angelo Goldberg was added to Team 23.,2022-07-20 6:13:01 PM,
416,23,Andrzej Arseneault was picked by Team 23 as the 208 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
417,14,Konstantin Prokofev was added to Team 14.,2022-07-20 6:13:01 PM,
418,14,Andrzej Arseneault was picked by Team 14 as the 209 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
419,21,Walter Lavallee was added to Team 21.,2022-07-20 6:13:01 PM,
420,21,Andrzej Arseneault was picked by Team 21 as the 210 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
421,7,Grant St-Onge was added to Team 7.,2022-07-20 6:13:01 PM,
422,7,Andrzej Arseneault was picked by Team 7 as the 211 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
423,15,Julian Friedrich was added to Team 15.,2022-07-20 6:13:01 PM,
424,15,Andrzej Arseneault was picked by Team 15 as the 212 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
425,2,Kenneth Pearson was added to Team 2.,2022-07-20 6:13:01 PM,
426,2,Andrzej Arseneault was picked by Team 2 as the 213 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
427,16,Valto Siren was added to Team 16.,2022-07-20 6:13:01 PM,
428,16,Andrzej Arseneault was picked by Team 16 as the 214 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
429,1,Alik Sadykov was added to Team 1.,2022-07-20 6:13:01 PM,
430,1,Andrzej Arseneault was picked by Team 1 as the 215 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
431,11,Juha-Pekka Viitala was added to Team 11.,2022-07-20 6:13:01 PM,
432,11,Rudolf Strakova was picked by Team 11 as the 216 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
433,11,Yury Eremeeva was added to Team 11.,2022-07-20 6:13:01 PM,
434,11,Andrzej Arseneault was picked by Team 11 as the 217 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
435,1,Edmund Sampson was added to Team 1.,2022-07-20 6:13:01 PM,
436,1,Andrzej Arseneault was picked by Team 1 as the 218 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
437,16,Donnie Sampson was added to Team 16.,2022-07-20 6:13:01 PM,
438,16,Andrzej Arseneault was picked by Team 16 as the 219 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
439,2,Azat Oorzhak was added to Team 2.,2022-07-20 6:13:01 PM,
440,2,Andrzej Arseneault was picked by Team 2 as the 220 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
441,15,Franklin Larson was added to Team 15.,2022-07-20 6:13:01 PM,
442,15,Andrzej Arseneault was picked by Team 15 as the 221 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
443,7,Remi Cousineau was added to Team 7.,2022-07-20 6:13:01 PM,
444,7,Andrzej Arseneault was picked by Team 7 as the 222 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
445,21,Hugo Sandhu was added to Team 21.,2022-07-20 6:13:01 PM,
446,21,Andrzej Arseneault was picked by Team 21 as the 223 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
447,14,Nicolas Bachmann was added to Team 14.,2022-07-20 6:13:01 PM,
448,14,Andrzej Arseneault was picked by Team 14 as the 224 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
449,23,Ilyas Sarsenov was added to Team 23.,2022-07-20 6:13:01 PM,
450,23,Andrzej Arseneault was picked by Team 23 as the 225 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
451,13,Khasan Mongush was added to Team 13.,2022-07-20 6:13:01 PM,
452,13,Andrzej Arseneault was picked by Team 13 as the 226 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
453,20,Jules Burgess was added to Team 20.,2022-07-20 6:13:01 PM,
454,20,Rudolf Strakova was picked by Team 20 as the 227 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
455,4,Alfonso Kolly was added to Team 4.,2022-07-20 6:13:01 PM,
456,4,Andrzej Arseneault was picked by Team 4 as the 228 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
457,24,Kalle Porkka was added to Team 24.,2022-07-20 6:13:01 PM,
458,24,Andrzej Arseneault was picked by Team 24 as the 229 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
459,8,Lionel Walters was added to Team 8.,2022-07-20 6:13:01 PM,
460,8,Rudolf Strakova was picked by Team 8 as the 230 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
461,18,Noel Robinson was added to Team 18.,2022-07-20 6:13:01 PM,
462,18,Andrzej Arseneault was picked by Team 18 as the 231 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
463,22,Juho Makela was added to Team 22.,2022-07-20 6:13:01 PM,
464,22,Rudolf Strakova was picked by Team 22 as the 232 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
465,9,Thor Einarsen was added to Team 9.,2022-07-20 6:13:01 PM,
466,9,Andrzej Arseneault was picked by Team 9 as the 233 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
467,19,Simon Villanueva was added to Team 19.,2022-07-20 6:13:01 PM,
468,19,Andrzej Arseneault was picked by Team 19 as the 234 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
469,3,Aleksej Vershinin was added to Team 3.,2022-07-20 6:13:01 PM,
470,3,Andrzej Arseneault was picked by Team 3 as the 235 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
471,5,Raymond Cooke was added to Team 5.,2022-07-20 6:13:01 PM,
472,5,Andrzej Arseneault was picked by Team 5 as the 236 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
473,17,Franklin Francis was added to Team 17.,2022-07-20 6:13:01 PM,
474,17,Andrzej Arseneault was picked by Team 17 as the 237 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
475,12,Kristen Thygesen was added to Team 12.,2022-07-20 6:13:01 PM,
476,12,Andrzej Arseneault was picked by Team 12 as the 238 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
477,6,Clifford Shaw was added to Team 6.,2022-07-20 6:13:01 PM,
478,6,Andrzej Arseneault was picked by Team 6 as the 239 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
479,10,Felix Lam was added to Team 10.,2022-07-20 6:13:01 PM,
480,10,Andrzej Arseneault was picked by Team 10 as the 240 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
481,10,Sarkis Potapov was added to Team 10.,2022-07-20 6:13:01 PM,
482,10,Andrzej Arseneault was picked by Team 10 as the 241 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
483,6,Bertrand Brooks was added to Team 6.,2022-07-20 6:13:01 PM,
484,6,Andrzej Arseneault was picked by Team 6 as the 242 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
485,12,Warren Schroeder was added to Team 12.,2022-07-20 6:13:01 PM,
486,12,Andrzej Arseneault was picked by Team 12 as the 243 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
487,17,Salvador Kramer was added to Team 17.,2022-07-20 6:13:01 PM,
488,17,Andrzej Arseneault was picked by Team 17 as the 244 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
489,5,Devin Mailloux was added to Team 5.,2022-07-20 6:13:01 PM,
490,5,Andrzej Arseneault was picked by Team 5 as the 245 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
491,3,Johnny Coffey was added to Team 3.,2022-07-20 6:13:01 PM,
492,3,Andrzej Arseneault was picked by Team 3 as the 246 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
493,19,Craig Morris was added to Team 19.,2022-07-20 6:13:01 PM,
494,19,Rudolf Strakova was picked by Team 19 as the 247 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
495,9,Emmanuel Wise was added to Team 9.,2022-07-20 6:13:01 PM,
496,9,Andrzej Arseneault was picked by Team 9 as the 248 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
497,22,Gus Jordan was added to Team 22.,2022-07-20 6:13:01 PM,
498,22,Andrzej Arseneault was picked by Team 22 as the 249 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
499,18,Reginald Ewing was added to Team 18.,2022-07-20 6:13:01 PM,
500,18,Rudolf Strakova was picked by Team 18 as the 250 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
501,8,Kare Iversen was added to Team 8.,2022-07-20 6:13:01 PM,
502,8,Rudolf Strakova was picked by Team 8 as the 251 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
503,24,Melvin Cunningham was added to Team 24.,2022-07-20 6:13:01 PM,
504,24,Rudolf Strakova was picked by Team 24 as the 252 overall pick in the fantasy draft.,2022-07-20 6:13:01 PM,
