Number,Team,Transaction
293,12,[2022-07-20 6:13:01 PM] - Phil Ricard was added to Team 12.
294,12,[2022-07-20 6:13:01 PM] - Phil Ricard was picked by Team 12 as the 147 overall pick in the fantasy draft.
295,17,[2022-07-20 6:13:01 PM] - Jean-Philippe Lamontagne was added to Team 17.
296,17,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 17 as the 148 overall pick in the fantasy draft.
297,5,[2022-07-20 6:13:01 PM] - Dick Barr was added to Team 5.
298,5,[2022-07-20 6:13:01 PM] - Dick Barr was picked by Team 5 as the 149 overall pick in the fantasy draft.
299,3,[2022-07-20 6:13:01 PM] - Roman Matthews was added to Team 3.
300,3,[2022-07-20 6:13:01 PM] - Roman Matthews was picked by Team 3 as the 150 overall pick in the fantasy draft.
301,19,[2022-07-20 6:13:01 PM] - Dwight Mohamed was added to Team 19.
302,19,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 19 as the 151 overall pick in the fantasy draft.
303,9,[2022-07-20 6:13:01 PM] - Stan Sloan was added to Team 9.
304,9,[2022-07-20 6:13:01 PM] - Stan Sloan was picked by Team 9 as the 152 overall pick in the fantasy draft.
305,22,[2022-07-20 6:13:01 PM] - Donald Bernard was added to Team 22.
306,22,[2022-07-20 6:13:01 PM] - Donald Bernard was picked by Team 22 as the 153 overall pick in the fantasy draft.
307,18,[2022-07-20 6:13:01 PM] - Morgan Bartlett was added to Team 18.
308,18,[2022-07-20 6:13:01 PM] - Morgan Bartlett was picked by Team 18 as the 154 overall pick in the fantasy draft.
309,8,[2022-07-20 6:13:01 PM] - Ken Payne was added to Team 8.
310,8,[2022-07-20 6:13:01 PM] - Ken Payne was picked by Team 8 as the 155 overall pick in the fantasy draft.
311,24,[2022-07-20 6:13:01 PM] - Leon Greene was added to Team 24.
312,24,[2022-07-20 6:13:01 PM] - Leon Greene was picked by Team 24 as the 156 overall pick in the fantasy draft.
313,4,[2022-07-20 6:13:01 PM] - Elmer Wright was added to Team 4.
314,4,[2022-07-20 6:13:01 PM] - Elmer Wright was picked by Team 4 as the 157 overall pick in the fantasy draft.
315,20,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was added to Team 20.
316,20,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 20 as the 158 overall pick in the fantasy draft.
317,13,[2022-07-20 6:13:01 PM] - Jean-Philippe Delorme was added to Team 13.
318,13,[2022-07-20 6:13:01 PM] - Jean-Philippe Delorme was picked by Team 13 as the 159 overall pick in the fantasy draft.
319,23,[2022-07-20 6:13:01 PM] - Philip Garner was added to Team 23.
320,23,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 23 as the 160 overall pick in the fantasy draft.
321,14,[2022-07-20 6:13:01 PM] - Robt Hudon was added to Team 14.
322,14,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 14 as the 161 overall pick in the fantasy draft.
323,21,[2022-07-20 6:13:01 PM] - Renald Power was added to Team 21.
324,21,[2022-07-20 6:13:01 PM] - Renald Power was picked by Team 21 as the 162 overall pick in the fantasy draft.
325,7,[2022-07-20 6:13:01 PM] - Owen Dueck was added to Team 7.
326,7,[2022-07-20 6:13:01 PM] - Owen Dueck was picked by Team 7 as the 163 overall pick in the fantasy draft.
327,15,[2022-07-20 6:13:01 PM] - Artur Wieland was added to Team 15.
328,15,[2022-07-20 6:13:01 PM] - Artur Wieland was picked by Team 15 as the 164 overall pick in the fantasy draft.
329,2,[2022-07-20 6:13:01 PM] - Jeff Riley was added to Team 2.
330,2,[2022-07-20 6:13:01 PM] - Jeff Riley was picked by Team 2 as the 165 overall pick in the fantasy draft.
331,16,[2022-07-20 6:13:01 PM] - Arne Jernberg was added to Team 16.
332,16,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 16 as the 166 overall pick in the fantasy draft.
333,1,[2022-07-20 6:13:01 PM] - Rail Vinokurova was added to Team 1.
334,1,[2022-07-20 6:13:01 PM] - Rail Vinokurova was picked by Team 1 as the 167 overall pick in the fantasy draft.
335,11,[2022-07-20 6:13:01 PM] - Stat Luptak was added to Team 11.
336,11,[2022-07-20 6:13:01 PM] - Stat Luptak was picked by Team 11 as the 168 overall pick in the fantasy draft.
337,11,[2022-07-20 6:13:01 PM] - Everett Grimes was added to Team 11.
338,11,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 11 as the 169 overall pick in the fantasy draft.
339,1,[2022-07-20 6:13:01 PM] - Arvi Halttunen was added to Team 1.
340,1,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 1 as the 170 overall pick in the fantasy draft.
341,16,[2022-07-20 6:13:01 PM] - Isto Paivarinta was added to Team 16.
342,16,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 16 as the 171 overall pick in the fantasy draft.
343,2,[2022-07-20 6:13:01 PM] - Micheal Friesen was added to Team 2.
344,2,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 2 as the 172 overall pick in the fantasy draft.
345,15,[2022-07-20 6:13:01 PM] - Jorge Duncan was added to Team 15.
346,15,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 15 as the 173 overall pick in the fantasy draft.
347,7,[2022-07-20 6:13:01 PM] - Christopher Payne was added to Team 7.
348,7,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 7 as the 174 overall pick in the fantasy draft.
349,21,[2022-07-20 6:13:01 PM] - Radion Borisov was added to Team 21.
350,21,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 21 as the 175 overall pick in the fantasy draft.
351,14,[2022-07-20 6:13:01 PM] - Nathaniel Patterson was added to Team 14.
352,14,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 14 as the 176 overall pick in the fantasy draft.
353,23,[2022-07-20 6:13:01 PM] - Dale Nichols was added to Team 23.
354,23,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 23 as the 177 overall pick in the fantasy draft.
355,13,[2022-07-20 6:13:01 PM] - Mark Kudryashova was added to Team 13.
356,13,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 13 as the 178 overall pick in the fantasy draft.
357,20,[2022-07-20 6:13:01 PM] - Alvin Downey was added to Team 20.
358,20,[2022-07-20 6:13:01 PM] - Alvin Downey was picked by Team 20 as the 179 overall pick in the fantasy draft.
359,4,[2022-07-20 6:13:01 PM] - Radovan Simeckova was added to Team 4.
360,4,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 4 as the 180 overall pick in the fantasy draft.
361,24,[2022-07-20 6:13:01 PM] - Maxime Schmidt was added to Team 24.
362,24,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 24 as the 181 overall pick in the fantasy draft.
363,8,[2022-07-20 6:13:01 PM] - Rod Beasley was added to Team 8.
364,8,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 8 as the 182 overall pick in the fantasy draft.
365,18,[2022-07-20 6:13:01 PM] - Vaino Matikainen was added to Team 18.
366,18,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 18 as the 183 overall pick in the fantasy draft.
367,22,[2022-07-20 6:13:01 PM] - Hugh Salazar was added to Team 22.
368,22,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 22 as the 184 overall pick in the fantasy draft.
369,9,[2022-07-20 6:13:01 PM] - Jared Long was added to Team 9.
370,9,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 9 as the 185 overall pick in the fantasy draft.
371,19,[2022-07-20 6:13:01 PM] - Robin Gullberg was added to Team 19.
372,19,[2022-07-20 6:13:01 PM] - Robin Gullberg was picked by Team 19 as the 186 overall pick in the fantasy draft.
373,3,[2022-07-20 6:13:01 PM] - Tiziano Savary was added to Team 3.
374,3,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 3 as the 187 overall pick in the fantasy draft.
375,5,[2022-07-20 6:13:01 PM] - Jonne Karki was added to Team 5.
376,5,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 5 as the 188 overall pick in the fantasy draft.
377,17,[2022-07-20 6:13:01 PM] - Tino Niemi was added to Team 17.
378,17,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 17 as the 189 overall pick in the fantasy draft.
379,12,[2022-07-20 6:13:01 PM] - Trevor Miles was added to Team 12.
380,12,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 12 as the 190 overall pick in the fantasy draft.
381,6,[2022-07-20 6:13:01 PM] - Steeve Brisebois was added to Team 6.
382,6,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 6 as the 191 overall pick in the fantasy draft.
383,10,[2022-07-20 6:13:01 PM] - Marius Genet was added to Team 10.
384,10,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 10 as the 192 overall pick in the fantasy draft.
385,10,[2022-07-20 6:13:01 PM] - Victor Hewitt was added to Team 10.
386,10,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 10 as the 193 overall pick in the fantasy draft.
387,6,[2022-07-20 6:13:01 PM] - Salim Filimonova was added to Team 6.
388,6,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 6 as the 194 overall pick in the fantasy draft.
389,12,[2022-07-20 6:13:01 PM] - Ingo Kersten was added to Team 12.
390,12,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 12 as the 195 overall pick in the fantasy draft.
391,17,[2022-07-20 6:13:01 PM] - Lyle Dominguez was added to Team 17.
392,17,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 17 as the 196 overall pick in the fantasy draft.
393,5,[2022-07-20 6:13:01 PM] - Emmanuel Bouchard was added to Team 5.
394,5,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 5 as the 197 overall pick in the fantasy draft.
395,3,[2022-07-20 6:13:01 PM] - Marty Duke was added to Team 3.
396,3,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 3 as the 198 overall pick in the fantasy draft.
397,19,[2022-07-20 6:13:01 PM] - Javier Howard was added to Team 19.
398,19,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 19 as the 199 overall pick in the fantasy draft.
399,9,[2022-07-20 6:13:01 PM] - Casey Melton was added to Team 9.
400,9,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 9 as the 200 overall pick in the fantasy draft.
401,22,[2022-07-20 6:13:01 PM] - Darcy Myers was added to Team 22.
402,22,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 22 as the 201 overall pick in the fantasy draft.
403,18,[2022-07-20 6:13:01 PM] - Serafim Aleksandrovich was added to Team 18.
404,18,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 18 as the 202 overall pick in the fantasy draft.
405,8,[2022-07-20 6:13:01 PM] - Petter Renstrom was added to Team 8.
406,8,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 8 as the 203 overall pick in the fantasy draft.
407,24,[2022-07-20 6:13:01 PM] - Gaetan Lepine was added to Team 24.
408,24,[2022-07-20 6:13:01 PM] - Karel David was picked by Team 24 as the 204 overall pick in the fantasy draft.
409,4,[2022-07-20 6:13:01 PM] - Kirk Thomson was added to Team 4.
410,4,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 4 as the 205 overall pick in the fantasy draft.
411,20,[2022-07-20 6:13:01 PM] - Malcolm Cantrell was added to Team 20.
412,20,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 20 as the 206 overall pick in the fantasy draft.
413,13,[2022-07-20 6:13:01 PM] - Romeo Piche was added to Team 13.
414,13,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 13 as the 207 overall pick in the fantasy draft.
415,23,[2022-07-20 6:13:01 PM] - Angelo Goldberg was added to Team 23.
416,23,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 23 as the 208 overall pick in the fantasy draft.
417,14,[2022-07-20 6:13:01 PM] - Konstantin Prokofev was added to Team 14.
418,14,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 14 as the 209 overall pick in the fantasy draft.
419,21,[2022-07-20 6:13:01 PM] - Walter Lavallee was added to Team 21.
420,21,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 21 as the 210 overall pick in the fantasy draft.
421,7,[2022-07-20 6:13:01 PM] - Grant St-Onge was added to Team 7.
422,7,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 7 as the 211 overall pick in the fantasy draft.
423,15,[2022-07-20 6:13:01 PM] - Julian Friedrich was added to Team 15.
424,15,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 15 as the 212 overall pick in the fantasy draft.
425,2,[2022-07-20 6:13:01 PM] - Kenneth Pearson was added to Team 2.
426,2,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 2 as the 213 overall pick in the fantasy draft.
427,16,[2022-07-20 6:13:01 PM] - Valto Siren was added to Team 16.
428,16,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 16 as the 214 overall pick in the fantasy draft.
429,1,[2022-07-20 6:13:01 PM] - Alik Sadykov was added to Team 1.
430,1,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 1 as the 215 overall pick in the fantasy draft.
431,11,[2022-07-20 6:13:01 PM] - Juha-Pekka Viitala was added to Team 11.
432,11,[2022-07-20 6:13:01 PM] - Rudolf Strakova was picked by Team 11 as the 216 overall pick in the fantasy draft.
433,11,[2022-07-20 6:13:01 PM] - Yury Eremeeva was added to Team 11.
434,11,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 11 as the 217 overall pick in the fantasy draft.
435,1,[2022-07-20 6:13:01 PM] - Edmund Sampson was added to Team 1.
436,1,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 1 as the 218 overall pick in the fantasy draft.
437,16,[2022-07-20 6:13:01 PM] - Donnie Sampson was added to Team 16.
438,16,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 16 as the 219 overall pick in the fantasy draft.
439,2,[2022-07-20 6:13:01 PM] - Azat Oorzhak was added to Team 2.
440,2,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 2 as the 220 overall pick in the fantasy draft.
441,15,[2022-07-20 6:13:01 PM] - Franklin Larson was added to Team 15.
442,15,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 15 as the 221 overall pick in the fantasy draft.
443,7,[2022-07-20 6:13:01 PM] - Remi Cousineau was added to Team 7.
444,7,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 7 as the 222 overall pick in the fantasy draft.
445,21,[2022-07-20 6:13:01 PM] - Hugo Sandhu was added to Team 21.
446,21,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 21 as the 223 overall pick in the fantasy draft.
447,14,[2022-07-20 6:13:01 PM] - Nicolas Bachmann was added to Team 14.
448,14,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 14 as the 224 overall pick in the fantasy draft.
449,23,[2022-07-20 6:13:01 PM] - Ilyas Sarsenov was added to Team 23.
450,23,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 23 as the 225 overall pick in the fantasy draft.
451,13,[2022-07-20 6:13:01 PM] - Khasan Mongush was added to Team 13.
452,13,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 13 as the 226 overall pick in the fantasy draft.
453,20,[2022-07-20 6:13:01 PM] - Jules Burgess was added to Team 20.
454,20,[2022-07-20 6:13:01 PM] - Rudolf Strakova was picked by Team 20 as the 227 overall pick in the fantasy draft.
455,4,[2022-07-20 6:13:01 PM] - Alfonso Kolly was added to Team 4.
456,4,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 4 as the 228 overall pick in the fantasy draft.
457,24,[2022-07-20 6:13:01 PM] - Kalle Porkka was added to Team 24.
458,24,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 24 as the 229 overall pick in the fantasy draft.
459,8,[2022-07-20 6:13:01 PM] - Lionel Walters was added to Team 8.
460,8,[2022-07-20 6:13:01 PM] - Rudolf Strakova was picked by Team 8 as the 230 overall pick in the fantasy draft.
461,18,[2022-07-20 6:13:01 PM] - Noel Robinson was added to Team 18.
462,18,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 18 as the 231 overall pick in the fantasy draft.
463,22,[2022-07-20 6:13:01 PM] - Juho Makela was added to Team 22.
464,22,[2022-07-20 6:13:01 PM] - Rudolf Strakova was picked by Team 22 as the 232 overall pick in the fantasy draft.
465,9,[2022-07-20 6:13:01 PM] - Thor Einarsen was added to Team 9.
466,9,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 9 as the 233 overall pick in the fantasy draft.
467,19,[2022-07-20 6:13:01 PM] - Simon Villanueva was added to Team 19.
468,19,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 19 as the 234 overall pick in the fantasy draft.
469,3,[2022-07-20 6:13:01 PM] - Aleksej Vershinin was added to Team 3.
470,3,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 3 as the 235 overall pick in the fantasy draft.
471,5,[2022-07-20 6:13:01 PM] - Raymond Cooke was added to Team 5.
472,5,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 5 as the 236 overall pick in the fantasy draft.
473,17,[2022-07-20 6:13:01 PM] - Franklin Francis was added to Team 17.
474,17,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 17 as the 237 overall pick in the fantasy draft.
475,12,[2022-07-20 6:13:01 PM] - Kristen Thygesen was added to Team 12.
476,12,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 12 as the 238 overall pick in the fantasy draft.
477,6,[2022-07-20 6:13:01 PM] - Clifford Shaw was added to Team 6.
478,6,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 6 as the 239 overall pick in the fantasy draft.
479,10,[2022-07-20 6:13:01 PM] - Felix Lam was added to Team 10.
480,10,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 10 as the 240 overall pick in the fantasy draft.
481,10,[2022-07-20 6:13:01 PM] - Sarkis Potapov was added to Team 10.
482,10,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 10 as the 241 overall pick in the fantasy draft.
483,6,[2022-07-20 6:13:01 PM] - Bertrand Brooks was added to Team 6.
484,6,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 6 as the 242 overall pick in the fantasy draft.
485,12,[2022-07-20 6:13:01 PM] - Warren Schroeder was added to Team 12.
486,12,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 12 as the 243 overall pick in the fantasy draft.
487,17,[2022-07-20 6:13:01 PM] - Salvador Kramer was added to Team 17.
488,17,[2022-07-20 6:13:01 PM] - Andrzej Arseneault was picked by Team 17 as the 244 overall pick in the fantasy draft.
