Number,Transaction,DateTime,Empty
307,Wesley Atkinson was picked by Team 10 as the 891 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
308,Hubert Savage was added to Team 7.,2022-07-23 6:49:28 PM,
309,Hubert Savage was picked by Team 7 as the 892 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
310,Ousseni Lemarchand was added to Team 3.,2022-07-23 6:49:28 PM,
311,Ousseni Lemarchand was picked by Team 3 as the 893 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
312,Giovanni Larochelle was added to Team 15.,2022-07-23 6:49:28 PM,
313,Giovanni Larochelle was picked by Team 15 as the 894 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
314,Herbert Roberts was added to Team 17.,2022-07-23 6:49:28 PM,
315,Herbert Roberts was picked by Team 17 as the 895 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
316,Radomir Malek was added to Team 23.,2022-07-23 6:49:28 PM,
317,Radomir Malek was picked by Team 23 as the 896 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
318,Warren Vallee was added to Team 19.,2022-07-23 6:49:28 PM,
319,Warren Vallee was picked by Team 19 as the 897 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
320,Andrzej Ladouceur was added to Team 1.,2022-07-23 6:49:28 PM,
321,Andrzej Ladouceur was picked by Team 1 as the 898 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
322,Jesse Garrett was added to Team 22.,2022-07-23 6:49:28 PM,
323,Jesse Garrett was picked by Team 22 as the 899 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
324,Henrik Parkkonen was added to Team 2.,2022-07-23 6:49:28 PM,
325,Henrik Parkkonen was picked by Team 2 as the 900 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
326,Jean-Guy Munro was added to Team 6.,2022-07-23 6:49:28 PM,
327,Jean-Guy Munro was picked by Team 6 as the 901 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
328,Jan Jindra was added to Team 24.,2022-07-23 6:49:28 PM,
329,Jan Jindra was picked by Team 24 as the 902 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
330,Maurice Ramos was added to Team 18.,2022-07-23 6:49:28 PM,
331,Maurice Ramos was picked by Team 18 as the 903 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
332,Freddie Leblanc was added to Team 14.,2022-07-23 6:49:28 PM,
333,Freddie Leblanc was picked by Team 14 as the 904 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
334,Bennie Simmons was added to Team 5.,2022-07-23 6:49:28 PM,
335,Bennie Simmons was picked by Team 5 as the 905 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
336,Byron Hache was added to Team 12.,2022-07-23 6:49:28 PM,
337,Byron Hache was picked by Team 12 as the 906 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
338,Al Zhang was added to Team 9.,2022-07-23 6:49:28 PM,
339,Al Zhang was picked by Team 9 as the 907 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
340,Denis Kalnina was added to Team 20.,2022-07-23 6:49:28 PM,
341,Denis Kalnina was picked by Team 20 as the 908 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
342,Olivier Duchesne was added to Team 11.,2022-07-23 6:49:28 PM,
343,Olivier Duchesne was picked by Team 11 as the 909 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
344,Stefan Gonda was added to Team 21.,2022-07-23 6:49:28 PM,
345,Stefan Gonda was picked by Team 21 as the 910 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
346,Kennet Lovgren was added to Team 8.,2022-07-23 6:49:28 PM,
347,Kennet Lovgren was picked by Team 8 as the 911 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
348,Sylvain Herger was added to Team 4.,2022-07-23 6:49:28 PM,
349,Sylvain Herger was picked by Team 4 as the 912 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
350,Felipe Farley was added to Team 4.,2022-07-23 6:49:28 PM,
351,Felipe Farley was picked by Team 4 as the 913 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
352,Jean-Marc Mcdonald was added to Team 8.,2022-07-23 6:49:28 PM,
353,Jean-Marc Mcdonald was picked by Team 8 as the 914 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
354,Johnny Tardif was added to Team 21.,2022-07-23 6:49:28 PM,
355,Johnny Tardif was picked by Team 21 as the 915 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
356,Ronald Klingberg was added to Team 11.,2022-07-23 6:49:28 PM,
357,Ronald Klingberg was picked by Team 11 as the 916 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
358,Darren Anderson was added to Team 20.,2022-07-23 6:49:28 PM,
359,Darren Anderson was picked by Team 20 as the 917 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
360,Mehdi Kjellstrom was added to Team 9.,2022-07-23 6:49:28 PM,
361,Mehdi Kjellstrom was picked by Team 9 as the 918 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
362,Ken Naslund was added to Team 12.,2022-07-23 6:49:28 PM,
363,Ken Naslund was picked by Team 12 as the 919 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
364,Donald Spencer was added to Team 5.,2022-07-23 6:49:28 PM,
365,Donald Spencer was picked by Team 5 as the 920 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
366,Colin Bonner was added to Team 14.,2022-07-23 6:49:28 PM,
367,Colin Bonner was picked by Team 14 as the 921 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
368,Gerald Han was added to Team 18.,2022-07-23 6:49:28 PM,
369,Gerald Han was picked by Team 18 as the 922 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
370,Zhanserik Abdraimova was added to Team 24.,2022-07-23 6:49:28 PM,
371,Zhanserik Abdraimova was picked by Team 24 as the 923 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
372,Kristian Yarosh was added to Team 6.,2022-07-23 6:49:28 PM,
373,Kristian Yarosh was picked by Team 6 as the 924 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
374,Clifford Sun was added to Team 2.,2022-07-23 6:49:28 PM,
375,Clifford Sun was picked by Team 2 as the 925 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
376,Tim Moland was added to Team 22.,2022-07-23 6:49:28 PM,
377,Tim Moland was picked by Team 22 as the 926 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
378,Fred Huang was added to Team 1.,2022-07-23 6:49:28 PM,
379,Fred Huang was picked by Team 1 as the 927 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
380,Greg Mah was added to Team 19.,2022-07-23 6:49:28 PM,
381,Greg Mah was picked by Team 19 as the 928 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
382,Stig Lundstrom was added to Team 23.,2022-07-23 6:49:28 PM,
383,Stig Lundstrom was picked by Team 23 as the 929 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
384,Milton Abbott was added to Team 17.,2022-07-23 6:49:28 PM,
385,Milton Abbott was picked by Team 17 as the 930 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
386,Gilbert Lozano was added to Team 15.,2022-07-23 6:49:28 PM,
387,Gilbert Lozano was picked by Team 15 as the 931 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
388,Alan Beattie was added to Team 3.,2022-07-23 6:49:28 PM,
389,Alan Beattie was picked by Team 3 as the 932 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
390,Sam Ricard was added to Team 7.,2022-07-23 6:49:28 PM,
391,Sam Ricard was picked by Team 7 as the 933 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
392,Mohammed Corriveau was added to Team 10.,2022-07-23 6:49:28 PM,
393,Mohammed Corriveau was picked by Team 10 as the 934 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
394,Antonio Thiessen was added to Team 16.,2022-07-23 6:49:28 PM,
395,Antonio Thiessen was picked by Team 16 as the 935 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
396,Erik Carpenter was added to Team 13.,2022-07-23 6:49:28 PM,
397,Erik Carpenter was picked by Team 13 as the 936 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
398,Kristoffer Hammarlund was added to Team 13.,2022-07-23 6:49:28 PM,
399,Kristoffer Hammarlund was picked by Team 13 as the 937 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
400,Etr Linnik was added to Team 16.,2022-07-23 6:49:28 PM,
401,Etr Linnik was picked by Team 16 as the 938 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
402,Tuukka Katajamaki was added to Team 10.,2022-07-23 6:49:28 PM,
403,Tuukka Katajamaki was picked by Team 10 as the 939 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
404,Robert Zetterberg was added to Team 7.,2022-07-23 6:49:28 PM,
405,Robert Zetterberg was picked by Team 7 as the 940 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
406,Russ Baker was added to Team 3.,2022-07-23 6:49:28 PM,
407,Russ Baker was picked by Team 3 as the 941 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
408,Domenic Simmons was added to Team 15.,2022-07-23 6:49:28 PM,
409,Domenic Simmons was picked by Team 15 as the 942 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
410,Jude Turner was added to Team 17.,2022-07-23 6:49:28 PM,
411,Jude Turner was picked by Team 17 as the 943 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
412,Roch Boisvert was added to Team 23.,2022-07-23 6:49:28 PM,
413,Roch Boisvert was picked by Team 23 as the 944 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
414,Yannick Park was added to Team 19.,2022-07-23 6:49:28 PM,
415,Yannick Park was picked by Team 19 as the 945 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
416,Tony Huynh was added to Team 1.,2022-07-23 6:49:28 PM,
417,Tony Huynh was picked by Team 1 as the 946 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
418,Michael Hache was added to Team 22.,2022-07-23 6:49:28 PM,
419,Michael Hache was picked by Team 22 as the 947 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
420,Milos Polacek was added to Team 2.,2022-07-23 6:49:28 PM,
421,Milos Polacek was picked by Team 2 as the 948 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
422,Rasul Rumyantsev was added to Team 6.,2022-07-23 6:49:28 PM,
423,Rasul Rumyantsev was picked by Team 6 as the 949 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
424,Roman Rondeau was added to Team 24.,2022-07-23 6:49:28 PM,
425,Roman Rondeau was picked by Team 24 as the 950 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
426,Julian Cochrane was added to Team 18.,2022-07-23 6:49:28 PM,
427,Julian Cochrane was picked by Team 18 as the 951 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
428,Julian Vaughn was added to Team 14.,2022-07-23 6:49:28 PM,
429,Julian Vaughn was picked by Team 14 as the 952 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
430,Devin Beauregard was added to Team 5.,2022-07-23 6:49:28 PM,
431,Devin Beauregard was picked by Team 5 as the 953 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
432,Arturo Rios was added to Team 12.,2022-07-23 6:49:28 PM,
433,Arturo Rios was picked by Team 12 as the 954 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
434,Bobby Kumar was added to Team 9.,2022-07-23 6:49:28 PM,
435,Bobby Kumar was picked by Team 9 as the 955 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
436,Kenny Houle was added to Team 20.,2022-07-23 6:49:28 PM,
437,Kenny Houle was picked by Team 20 as the 956 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
438,Guy Caron was added to Team 11.,2022-07-23 6:49:28 PM,
439,Guy Caron was picked by Team 11 as the 957 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
440,Ralph Girard was added to Team 21.,2022-07-23 6:49:28 PM,
441,Ralph Girard was picked by Team 21 as the 958 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
442,Thomas Tuomainen was added to Team 8.,2022-07-23 6:49:28 PM,
443,Thomas Tuomainen was picked by Team 8 as the 959 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
444,Josh Garcia was added to Team 4.,2022-07-23 6:49:28 PM,
445,Josh Garcia was picked by Team 4 as the 960 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
446,Luigi Lamothe was added to Team 4.,2022-07-23 6:49:28 PM,
447,Luigi Lamothe was picked by Team 4 as the 961 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
448,Adrien Williamson was added to Team 8.,2022-07-23 6:49:28 PM,
449,Adrien Williamson was picked by Team 8 as the 962 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
450,Domenic Boulet was added to Team 21.,2022-07-23 6:49:28 PM,
451,Domenic Boulet was picked by Team 21 as the 963 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
452,Giovanni Lawson was added to Team 11.,2022-07-23 6:49:28 PM,
453,Giovanni Lawson was picked by Team 11 as the 964 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
454,Volker Hahn was added to Team 20.,2022-07-23 6:49:28 PM,
455,Volker Hahn was picked by Team 20 as the 965 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
456,Niclas Akerlund was added to Team 9.,2022-07-23 6:49:28 PM,
457,Niclas Akerlund was picked by Team 9 as the 966 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
458,Nikola Thulin was added to Team 12.,2022-07-23 6:49:28 PM,
459,Nikola Thulin was picked by Team 12 as the 967 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
460,Tural Reshetnikov was added to Team 5.,2022-07-23 6:49:28 PM,
461,Tural Reshetnikov was picked by Team 5 as the 968 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
462,Jonatan Mohammad was added to Team 14.,2022-07-23 6:49:28 PM,
463,Jonatan Mohammad was picked by Team 14 as the 969 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
464,Omar Lariviere was added to Team 18.,2022-07-23 6:49:28 PM,
465,Omar Lariviere was picked by Team 18 as the 970 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
466,Warren Leger was added to Team 24.,2022-07-23 6:49:28 PM,
467,Warren Leger was picked by Team 24 as the 971 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
468,Sema Permyakov was added to Team 6.,2022-07-23 6:49:28 PM,
469,Sema Permyakov was picked by Team 6 as the 972 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
470,Chad Colon was added to Team 2.,2022-07-23 6:49:28 PM,
471,Chad Colon was picked by Team 2 as the 973 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
472,Cory Salinas was added to Team 22.,2022-07-23 6:49:28 PM,
473,Cory Salinas was picked by Team 22 as the 974 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
474,Noel Reeves was added to Team 1.,2022-07-23 6:49:28 PM,
475,Noel Reeves was picked by Team 1 as the 975 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
476,Gerald Baker was added to Team 19.,2022-07-23 6:49:28 PM,
477,Gerald Baker was picked by Team 19 as the 976 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
478,Bob Jacobs was added to Team 23.,2022-07-23 6:49:28 PM,
479,Bob Jacobs was picked by Team 23 as the 977 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
480,Isaac Lo was added to Team 17.,2022-07-23 6:49:28 PM,
481,Isaac Lo was picked by Team 17 as the 978 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
482,Tigran Doroshenko was added to Team 15.,2022-07-23 6:49:28 PM,
483,Tigran Doroshenko was picked by Team 15 as the 979 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
484,Trent Marshall was added to Team 3.,2022-07-23 6:49:28 PM,
485,Trent Marshall was picked by Team 3 as the 980 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
486,Jean-Marc Penner was added to Team 7.,2022-07-23 6:49:28 PM,
487,Jean-Marc Penner was picked by Team 7 as the 981 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
488,Voldemars Laizane was added to Team 10.,2022-07-23 6:49:28 PM,
489,Voldemars Laizane was picked by Team 10 as the 982 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
490,Rashit Berezin was added to Team 16.,2022-07-23 6:49:28 PM,
491,Rashit Berezin was picked by Team 16 as the 983 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
492,Jani Malmberg was added to Team 13.,2022-07-23 6:49:28 PM,
493,Jani Malmberg was picked by Team 13 as the 984 overall pick in the fantasy draft.,2022-07-23 6:49:28 PM,
494,Wallace Major was added to Team 13.,2022-07-23 6:49:29 PM,
495,Wallace Major was picked by Team 13 as the 985 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
496,Luc Mckay was added to Team 16.,2022-07-23 6:49:29 PM,
497,Luc Mckay was picked by Team 16 as the 986 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
498,Jean-Claude Hillier was added to Team 10.,2022-07-23 6:49:29 PM,
499,Jean-Claude Hillier was picked by Team 10 as the 987 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
500,Tapio Kontio was added to Team 7.,2022-07-23 6:49:29 PM,
501,Tapio Kontio was picked by Team 7 as the 988 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
502,Kris Bell was added to Team 3.,2022-07-23 6:49:29 PM,
503,Kris Bell was picked by Team 3 as the 989 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
504,Patric Engqvist was added to Team 15.,2022-07-23 6:49:29 PM,
505,Patric Engqvist was picked by Team 15 as the 990 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
506,Yan Mikhaylichenko was added to Team 17.,2022-07-23 6:49:29 PM,
507,Yan Mikhaylichenko was picked by Team 17 as the 991 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
508,Elias Siltanen was added to Team 23.,2022-07-23 6:49:29 PM,
509,Elias Siltanen was picked by Team 23 as the 992 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
510,Gabriel Lewis was added to Team 19.,2022-07-23 6:49:29 PM,
511,Gabriel Lewis was picked by Team 19 as the 993 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
512,Timothy Carriere was added to Team 1.,2022-07-23 6:49:29 PM,
513,Timothy Carriere was picked by Team 1 as the 994 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
514,Stepan Alieva was added to Team 22.,2022-07-23 6:49:29 PM,
515,Stepan Alieva was picked by Team 22 as the 995 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
516,Ross Orozco was added to Team 2.,2022-07-23 6:49:29 PM,
517,Ross Orozco was picked by Team 2 as the 996 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
518,Jean-Marc Lepage was added to Team 6.,2022-07-23 6:49:29 PM,
519,Jean-Marc Lepage was picked by Team 6 as the 997 overall pick in the fantasy draft.,2022-07-23 6:49:29 PM,
